Date,Actual,Predicted,Difference
2024-11-27,95962.53,91407.91,4554.62
2024-11-28,95652.47,90809.03,4843.44
2024-11-29,97461.52,90363.82,7097.70
2024-11-30,96449.05,90366.23,6082.83
2024-12-01,97279.79,90491.98,6787.80
2024-12-02,95865.30,90830.40,5034.91
2024-12-03,96002.16,91042.24,4959.92
2024-12-04,98768.53,91190.20,7578.34
2024-12-05,96593.57,91692.73,4900.84
2024-12-06,99920.71,91986.23,7934.48
2024-12-07,99923.34,92635.38,7287.96
2024-12-08,101236.02,93368.88,7867.14
2024-12-09,97432.72,94243.22,3189.50
2024-12-10,96675.43,94478.31,2197.12
2024-12-11,101173.03,94201.55,6971.48
2024-12-12,100043.00,94314.07,5728.93
2024-12-13,101459.26,94414.75,7044.51
2024-12-14,101372.97,94720.41,6652.56
2024-12-15,104298.70,95075.17,9223.52
2024-12-16,106029.72,95851.09,10178.63
2024-12-17,106140.60,96995.38,9145.23
2024-12-18,100041.54,98191.62,1849.92
2024-12-19,97490.95,98295.62,-804.67
2024-12-20,97755.93,97379.32,376.61
2024-12-21,97224.73,96015.19,1209.54
2024-12-22,95104.94,94478.98,625.96
2024-12-23,94686.24,92753.17,1933.07
2024-12-24,98676.09,91144.60,7531.49
2024-12-25,99299.20,90464.52,8834.67
2024-12-26,95795.52,90539.04,5256.48
2024-12-27,94164.86,90588.82,3576.04
2024-12-28,95163.93,90445.35,4718.58
2024-12-29,93530.23,90384.23,3146.00
2024-12-30,92643.21,90136.72,2506.49
2024-12-31,93429.20,89708.30,3720.90
